Date,Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Time,Payment,Rating
2023-05-22,INV000610INV000119INV000458INV001009INV000530,CBBBC,MandalayNaypyitawMandalayYangonMandalay,NormalMemberNormalNormalNormal,MaleMaleMaleMaleMale,Sports & TravelFashion AccessoriesHome & LifestyleSports & TravelFashion Accessories,227.5,24,30.73,1394.49,15:359:4716:4718:3213:24,EwalletCredit cardCashCashCash,39.0
2023-05-23,INV000199INV000919INV001919INV001220INV000350,CCCCC,MandalayMandalayYangonYangonNaypyitaw,MemberNormalNormalNormalNormal,MaleFemaleFemaleMaleFemale,Electronic AccessoriesHome & LifestyleFood & BeveragesHome & LifestyleHome & Lifestyle,210.01999999999998,22,33.78,1404.73,15:5914:3319:1011:129:40,Credit cardEwalletCashCredit cardCash,33.0
2023-05-24,INV000414INV000384INV000608INV001053INV000618INV001913INV001354INV001355,CBACCAAB,MandalayYangonNaypyitawYangonNaypyitawYangonYangonMandalay,NormalMemberMemberMemberNormalMemberNormalNormal,FemaleMaleFemaleMaleFemaleFemaleMaleMale,Fashion AccessoriesSports & TravelFashion AccessoriesHome & LifestyleHealth & BeautySports & TravelFood & BeveragesFashion Accessories,485.93,41,36.24,1912.26,9:1115:4315:0917:3413:3911:129:1917:15,EwalletEwalletCashCredit cardCredit cardCashCashCredit card,56.2
2023-05-25,INV000223INV001800INV001171,CAC,NaypyitawMandalayNaypyitaw,NormalMemberMember,MaleFemaleMale,Health & BeautySports & TravelSports & Travel,196.53,19,18.23,514.25,16:5515:5719:00,CashEwalletCredit card,15.9
2023-05-26,INV001308INV001088INV000797INV000291INV000770INV000128INV000927,ABACABB,NaypyitawMandalayYangonMandalayNaypyitawNaypyitawMandalay,NormalMemberNormalNormalNormalMemberNormal,FemaleFemaleFemaleFemaleFemaleMaleFemale,Health & BeautyHealth & BeautyFood & BeveragesFood & BeveragesFood & BeveragesSports & TravelHealth & Beauty,435.88,39,35.61,1555.14,15:069:378:269:578:0410:3517:08,EwalletCashCredit cardCredit cardEwalletCredit cardEwallet,53.2
2023-05-27,INV001212INV001618INV001657INV000607,CACB,NaypyitawYangonMandalayNaypyitaw,NormalNormalMemberNormal,MaleFemaleFemaleMale,Electronic AccessoriesHome & LifestyleElectronic AccessoriesSports & Travel,135.37,19,24.88,1536.23,17:4417:5016:1515:28,Credit cardCashEwalletEwallet,33.6
2023-05-28,INV001127INV001341INV001850INV001180INV001509INV000187INV001037,BBCAABC,YangonYangonYangonYangonNaypyitawNaypyitawYangon,MemberMemberNormalMemberNormalMemberNormal,MaleFemaleFemaleMaleFemaleFemaleFemale,Sports & TravelElectronic AccessoriesHome & LifestyleHealth & BeautyHealth & BeautyHome & LifestyleSports & Travel,409.11,34,35.55,1903.31,11:3811:0418:3318:4511:3816:3411:54,EwalletCashCashCredit cardCashEwalletCash,60.7
2023-05-29,INV001721INV000986INV000104INV001859,BCBA,YangonNaypyitawMandalayYangon,MemberNormalNormalMember,MaleMaleFemaleFemale,Sports & TravelElectronic AccessoriesHome & LifestyleSports & Travel,194.78,19,22.89,1044.26,9:208:2015:0812:44,Credit cardEwalletCashEwallet,26.1
2023-05-30,INV001603INV000046INV000486INV000217INV001906INV001597,CAABAC,NaypyitawMandalayMandalayMandalayMandalayYangon,MemberNormalNormalMemberNormalNormal,MaleFemaleMaleMaleMaleFemale,Electronic AccessoriesSports & TravelElectronic AccessoriesHealth & BeautyElectronic AccessoriesSports & Travel,338.13,26,36.52,1392.89,18:5315:0211:418:189:4115:25,EwalletCashEwalletCredit cardEwalletCash,38.1
2023-05-31,INV001833INV000796INV001645,ACB,YangonYangonMandalay,NormalNormalNormal,MaleFemaleFemale,Fashion AccessoriesElectronic AccessoriesHealth & Beauty,204.28,17,16.85,1065.87,17:4210:3918:05,EwalletEwalletEwallet,21.7
2023-06-01,INV000771INV000176INV001278INV001056INV001895INV000237INV000736,BAAAAAC,YangonYangonMandalayNaypyitawNaypyitawNaypyitawYangon,MemberNormalMemberNormalMemberNormalMember,FemaleMaleFemaleFemaleMaleMaleMale,Food & BeveragesSports & TravelSports & TravelHome & LifestyleSports & TravelHome & LifestyleElectronic Accessories,461.24,28,38.56,1647.57,19:309:4518:2418:5118:0216:4317:05,EwalletEwalletCredit cardCredit cardCashEwalletCredit card,52.2
2023-06-02,INV001233INV000122INV001142INV001911INV000801INV001526INV000116,ABABBCB,YangonNaypyitawNaypyitawNaypyitawNaypyitawMandalayNaypyitaw,MemberMemberMemberMemberNormalNormalNormal,MaleFemaleFemaleFemaleFemaleFemaleFemale,Food & BeveragesFood & BeveragesFood & BeveragesElectronic AccessoriesFashion AccessoriesHealth & BeautyElectronic Accessories,395.39,47,32.01,1849.27,19:1112:0210:2217:4718:2918:5811:38,CashEwalletCashCredit cardCashCashEwallet,55.4
2023-06-03,INV001032INV001100INV000568INV001529,ABAB,NaypyitawNaypyitawYangonYangon,MemberNormalNormalMember,FemaleMaleFemaleMale,Food & BeveragesElectronic AccessoriesFashion AccessoriesFood & Beverages,260.5,21,21.34,1160.8200000000002,11:2018:0515:3612:49,EwalletCashCashCash,22.3
2023-06-04,INV001935INV000131INV001718INV000635,AACC,YangonYangonNaypyitawMandalay,NormalMemberMemberMember,MaleFemaleFemaleFemale,Food & BeveragesFood & BeveragesElectronic AccessoriesElectronic Accessories,270.17,14,18.94,1422.81,17:5213:559:5316:16,EwalletEwalletCashEwallet,26.400000000000002
2023-06-05,INV000566INV001687INV001178INV000800INV000593INV000517INV000681INV000907INV000255INV000344INV000214,BAABCBCCBAA,MandalayMandalayMandalayMandalayNaypyitawYangonMandalayYangonYangonYangonYangon,NormalMemberNormalNormalNormalNormalMemberMemberNormalNormalNormal,FemaleMaleFemaleFemaleFemaleMaleMaleMaleFemaleMaleFemale,Fashion AccessoriesSports & TravelSports & TravelElectronic AccessoriesFood & BeveragesElectronic AccessoriesSports & TravelFood & BeveragesSports & TravelFood & BeveragesFood & Beverages,728.97,56,52.089999999999996,2941.7200000000003,9:1916:1811:4412:1918:5919:1916:4516:2015:1919:4511:06,CashEwalletCashCredit cardCredit cardEwalletCashEwalletCredit cardCashEwallet,83.3
2023-06-06,INV000327INV000673INV000528INV001054INV000828,AAABB,MandalayYangonNaypyitawMandalayMandalay,MemberNormalNormalMemberMember,FemaleMaleFemaleMaleFemale,Electronic AccessoriesHome & LifestyleElectronic AccessoriesFashion AccessoriesElectronic Accessories,308.1,33,28.98,518.3199999999999,10:3214:1513:2611:108:04,CashEwalletEwalletCredit cardEwallet,35.6
2023-06-07,INV001043INV000012INV000761INV000407INV000320,BAACA,YangonNaypyitawYangonMandalayNaypyitaw,MemberNormalMemberNormalMember,FemaleMaleFemaleFemaleFemale,Food & BeveragesSports & TravelHome & LifestyleHome & LifestyleSports & Travel,296.19,16,21.08,1207.07,15:5216:0615:2715:0619:03,EwalletEwalletCredit cardEwalletCash,33.8
2023-06-08,INV000747INV000360INV001226INV000856,ACAC,YangonMandalayNaypyitawYangon,MemberMemberNormalMember,MaleFemaleFemaleFemale,Fashion AccessoriesHealth & BeautySports & TravelHealth & Beauty,255.37,20,21.4,681.51,14:149:3811:1919:41,CashCredit cardCashCash,21.4
2023-06-09,INV000536,A,Mandalay,Normal,Female,Health & Beauty,77.58,5,8.34,408.23,9:49,Cash,6.0
2023-06-10,INV000475INV000726INV000582INV000494INV000552INV001740,BAABBB,MandalayMandalayNaypyitawNaypyitawYangonYangon,NormalMemberMemberNormalNormalNormal,MaleMaleMaleMaleFemaleMale,Fashion AccessoriesHome & LifestyleHealth & BeautyFashion AccessoriesElectronic AccessoriesFashion Accessories,400.4,23,35.92,1539.13,9:3215:1710:4416:2818:0313:57,CashCredit cardCredit cardEwalletCredit cardCredit card,39.0
2023-06-11,INV001599INV000442INV001813INV000249INV001894INV000940INV001889INV000025INV000275,CCBACABBA,YangonYangonMandalayMandalayYangonNaypyitawMandalayNaypyitawNaypyitaw,MemberNormalMemberMemberNormalNormalNormalMemberNormal,MaleFemaleMaleFemaleFemaleFemaleMaleMaleFemale,Food & BeveragesHome & LifestyleElectronic AccessoriesSports & TravelFashion AccessoriesHealth & BeautyElectronic AccessoriesSports & TravelFashion Accessories,442.82,39,57.48,2347.02,8:0716:5018:0018:0318:1419:279:4416:0210:34,CashEwalletCashCashCashEwalletCredit cardCredit cardCash,52.800000000000004
2023-06-12,INV000707INV001109INV001839INV000862,BBCA,YangonMandalayYangonNaypyitaw,NormalMemberNormalMember,MaleFemaleFemaleMale,Electronic AccessoriesFashion AccessoriesFashion AccessoriesHealth & Beauty,172.20999999999998,18,21.15,1095.18,8:2516:369:3918:48,CashCashCredit cardCredit card,22.7
2023-06-13,INV001663INV000513INV001793INV001378INV001983INV001658INV000551INV000857,BABBCCBC,YangonYangonNaypyitawMandalayYangonNaypyitawNaypyitawNaypyitaw,MemberMemberMemberMemberNormalNormalNormalMember,FemaleMaleFemaleMaleFemaleFemaleFemaleFemale,Sports & TravelHome & LifestyleElectronic AccessoriesElectronic AccessoriesFood & BeveragesHealth & BeautyFashion AccessoriesHealth & Beauty,439.54999999999995,44,31.87,1480.81,19:029:3613:5514:1110:3311:5215:3112:27,Credit cardCashEwalletCredit cardCashCredit cardCashCash,56.099999999999994
2023-06-14,INV001810INV000257,CB,YangonMandalay,NormalNormal,FemaleFemale,Sports & TravelFood & Beverages,131.14999999999998,6,15.64,703.14,8:5519:51,CashEwallet,11.8
2023-06-15,INV001737INV001083INV001398,ABA,MandalayMandalayNaypyitaw,MemberMemberNormal,FemaleFemaleFemale,Health & BeautySports & TravelFood & Beverages,178.62,23,19.17,539.92,8:0318:079:03,CashEwalletEwallet,18.9
2023-06-16,INV000525INV001685INV001162INV000994INV001688INV001342INV000151,BBACBAB,YangonNaypyitawYangonMandalayYangonNaypyitawMandalay,NormalNormalMemberMemberMemberMemberMember,MaleFemaleFemaleMaleFemaleFemaleMale,Sports & TravelHome & LifestyleSports & TravelFashion AccessoriesSports & TravelFashion AccessoriesHome & Lifestyle,458.7,36,32.36,2116.38,13:009:1317:3715:5916:2819:5111:59,CashEwalletCredit cardCredit cardCredit cardEwalletCash,42.4
2023-06-17,INV000380INV000051INV000647INV000392INV001650INV000417,BBACCC,YangonYangonMandalayMandalayYangonMandalay,NormalNormalNormalNormalMemberNormal,MaleMaleFemaleFemaleFemaleFemale,Sports & TravelSports & TravelFashion AccessoriesFashion AccessoriesSports & TravelElectronic Accessories,307.62,36,30.22,2163.56,10:5717:1610:4219:4913:5412:08,EwalletCashCredit cardCredit cardCredit cardCredit card,35.099999999999994
2023-06-18,INV001882INV000097INV001757,BBA,MandalayMandalayYangon,MemberNormalMember,FemaleFemaleMale,Sports & TravelSports & TravelFood & Beverages,229.77,12,17.79,677.61,15:2816:349:45,CashCredit cardCredit card,14.8
2023-06-19,INV001862INV000584INV000145INV000672INV000152,CBCBB,YangonNaypyitawYangonNaypyitawYangon,MemberNormalNormalMemberMember,MaleFemaleMaleMaleMale,Sports & TravelSports & TravelHome & LifestyleFashion AccessoriesHealth & Beauty,259.53,27,25.369999999999997,1144.18,12:1814:2614:1818:2210:29,EwalletCredit cardEwalletEwalletCash,36.6
2023-06-20,INV000393INV000858INV000356INV001925INV001700INV001311INV001910,ABCBBBB,MandalayNaypyitawNaypyitawYangonYangonYangonMandalay,NormalNormalNormalMemberNormalMemberMember,FemaleMaleMaleFemaleMaleMaleFemale,Sports & TravelHome & LifestyleSports & TravelFood & BeveragesFashion AccessoriesSports & TravelFood & Beverages,344.72,42,41.8,1743.01,11:1119:1618:5110:5310:4314:3114:38,CashCashCashEwalletEwalletEwalletEwallet,50.2
2023-06-21,INV001287INV001286INV001732INV001842INV000150INV001609INV000213INV000252,AABCBABC,MandalayNaypyitawNaypyitawNaypyitawYangonYangonMandalayYangon,NormalNormalMemberMemberNormalNormalNormalMember,FemaleMaleFemaleFemaleFemaleFemaleFemaleMale,Food & BeveragesSports & TravelHealth & BeautyHome & LifestyleHealth & BeautyHome & LifestyleHealth & BeautySports & Travel,427.59000000000003,37,53.23,2254.8,12:1819:1417:5612:2411:0516:0610:4712:30,EwalletCredit cardCashEwalletCredit cardCredit cardCredit cardEwallet,45.8
2023-06-22,INV001257INV001067INV001801INV001969,CBBA,YangonNaypyitawNaypyitawYangon,NormalNormalMemberNormal,MaleFemaleFemaleMale,Health & BeautySports & TravelFood & BeveragesHome & Lifestyle,184.85,17,26.22,1100.28,14:3512:4518:0112:54,EwalletCashCredit cardCash,28.6
2023-06-23,INV001962,C,Yangon,Normal,Male,Home & Lifestyle,48.56,7,3.88,114.44,11:35,Credit card,9.4
2023-06-24,INV000620INV000934INV000899INV000515INV000774,CBBBA,YangonMandalayYangonNaypyitawMandalay,NormalMemberMemberMemberNormal,FemaleFemaleMaleFemaleFemale,Home & LifestyleHome & LifestyleHealth & BeautyHome & LifestyleFashion Accessories,328.6,30,17.93,1401.25,11:199:1415:4615:1414:38,Credit cardCashEwalletCashEwallet,31.299999999999997
2023-06-25,INV000374INV001876INV000702INV000062INV001755INV001926,ABABCB,MandalayMandalayMandalayNaypyitawNaypyitawNaypyitaw,NormalNormalMemberNormalMemberNormal,MaleMaleFemaleFemaleFemaleFemale,Health & BeautyFashion AccessoriesSports & TravelHealth & BeautyFood & BeveragesSports & Travel,303.14,26,31.75,1111.06,9:5817:3413:0118:5818:5419:29,Credit cardEwalletCredit cardCashCredit cardEwallet,41.699999999999996
2023-06-26,INV001830INV000900INV000112INV001575,CBAA,YangonMandalayNaypyitawNaypyitaw,NormalMemberMemberNormal,MaleFemaleFemaleMale,Fashion AccessoriesHealth & BeautySports & TravelHome & Lifestyle,237.11999999999998,17,16.96,778.64,8:4510:3517:409:08,Credit cardEwalletEwalletEwallet,25.0
2023-06-27,INV001541INV000965INV000067INV001475INV001807INV001678INV001203INV000125INV001346INV000650INV000852,AABCCAAAACA,NaypyitawMandalayMandalayYangonYangonMandalayMandalayMandalayMandalayNaypyitawNaypyitaw,NormalMemberMemberNormalMemberMemberMemberMemberNormalMemberMember,MaleMaleFemaleMaleFemaleMaleFemaleMaleFemaleFemaleFemale,Home & LifestyleFood & BeveragesFood & BeveragesHealth & BeautyFood & BeveragesFood & BeveragesElectronic AccessoriesFood & BeveragesHealth & BeautyHome & LifestyleFood & Beverages,558.36,70,51.47,3067.2200000000003,10:5515:248:5113:4415:5118:1816:0717:5314:0212:099:38,EwalletEwalletEwalletCashEwalletCredit cardCredit cardCashCashCredit cardCash,74.4
2023-06-28,INV001555INV000076INV001525INV000563INV001462INV001189INV000538INV000198INV000310INV001855INV000156,CCABCABBCBB,MandalayNaypyitawYangonYangonNaypyitawYangonNaypyitawNaypyitawNaypyitawYangonMandalay,MemberNormalMemberNormalMemberNormalNormalMemberMemberMemberMember,FemaleFemaleFemaleFemaleMaleFemaleFemaleFemaleFemaleFemaleMale,Health & BeautyElectronic AccessoriesHealth & BeautyHealth & BeautySports & TravelElectronic AccessoriesElectronic AccessoriesFood & BeveragesHealth & BeautyHealth & BeautyHome & Lifestyle,585.89,46,77.07000000000001,2993.0099999999998,10:0315:4614:5712:2917:5114:1518:0617:008:3817:4619:41,EwalletCredit cardEwalletEwalletCashCredit cardEwalletCashEwalletEwalletCash,78.3
2023-06-29,INV001542INV000977INV001788INV000070INV001711INV001996,BABAAC,YangonYangonNaypyitawNaypyitawMandalayYangon,NormalMemberNormalMemberMemberMember,FemaleFemaleFemaleMaleFemaleFemale,Food & BeveragesHealth & BeautyElectronic AccessoriesSports & TravelFashion AccessoriesSports & Travel,377.12,36,30.67,1435.92,15:5013:279:4611:0916:1419:14,EwalletCredit cardEwalletCredit cardCashCash,41.6
2023-06-30,INV001726INV001751INV000219INV001812INV001185INV001158,BCCBBC,NaypyitawYangonMandalayYangonMandalayNaypyitaw,NormalNormalNormalMemberMemberMember,FemaleFemaleMaleMaleFemaleFemale,Health & BeautySports & TravelFashion AccessoriesHealth & BeautyFashion AccessoriesElectronic Accessories,283.81,35,28.92,947.46,9:549:4519:5114:5417:0611:04,EwalletEwalletCashCredit cardEwalletCash,41.5
2023-07-01,INV001546INV001915INV000130INV001649INV000689INV001213INV000639INV001247INV000034INV000169,BCCBABCBAA,MandalayNaypyitawYangonYangonYangonYangonNaypyitawMandalayYangonYangon,NormalNormalNormalNormalMemberNormalNormalNormalNormalNormal,MaleFemaleFemaleMaleMaleFemaleMaleFemaleFemaleMale,Home & LifestyleFood & BeveragesHome & LifestyleHome & LifestyleHealth & BeautySports & TravelElectronic AccessoriesHealth & BeautyHome & LifestyleFashion Accessories,416.01,50,48.17,2436.4,9:1610:3012:4113:019:4814:4119:0919:5111:589:58,EwalletCashEwalletCashCredit cardCredit cardEwalletEwalletCashCredit card,68.0
2023-07-02,INV000235INV001359INV001091INV001440INV001724INV000883INV000564,ACCCBAB,YangonNaypyitawMandalayYangonNaypyitawNaypyitawYangon,NormalNormalNormalMemberNormalNormalNormal,MaleMaleFemaleMaleFemaleMaleMale,Fashion AccessoriesSports & TravelHealth & BeautyFashion AccessoriesFashion AccessoriesFood & BeveragesHome & Lifestyle,491.9,30,47.12,1466.8400000000001,15:4510:0014:3015:3116:1219:2019:18,EwalletCashEwalletEwalletEwalletCredit cardCash,46.1
2023-07-03,INV001092INV001353INV000874INV000222INV001101,ACAAB,MandalayNaypyitawMandalayNaypyitawYangon,MemberMemberNormalMemberMember,FemaleFemaleMaleMaleMale,Food & BeveragesHealth & BeautyElectronic AccessoriesElectronic AccessoriesSports & Travel,244.27,16,27.75,1164.1399999999999,18:2812:5015:4311:5017:13,CashCashEwalletCashCash,40.5
2023-07-04,INV000678INV001323INV001374INV001102INV000005INV001335INV000759,AACACBA,NaypyitawMandalayYangonMandalayYangonNaypyitawYangon,NormalNormalMemberNormalNormalMemberNormal,FemaleFemaleMaleFemaleFemaleFemaleFemale,Health & BeautyHome & LifestyleHealth & BeautyFashion AccessoriesFood & BeveragesElectronic AccessoriesElectronic Accessories,431.28999999999996,33,34.56,1435.23,16:3817:5711:5410:138:5618:3513:47,CashCredit cardCashCredit cardCredit cardCredit cardCash,42.8
2023-07-05,INV001985INV000718,AC,NaypyitawNaypyitaw,MemberNormal,MaleFemale,Home & LifestyleHealth & Beauty,124.25,3,14.040000000000001,448.89,19:4414:31,EwalletCash,15.0
2023-07-06,INV000931INV001834INV000643,BBC,NaypyitawMandalayNaypyitaw,NormalNormalMember,FemaleMaleFemale,Fashion AccessoriesFood & BeveragesSports & Travel,219.5,11,16.63,606.1,15:008:5810:10,EwalletCashCash,26.8
2023-07-07,INV001386INV000023,CA,NaypyitawNaypyitaw,NormalNormal,MaleFemale,Fashion AccessoriesSports & Travel,135.95,13,13.74,782.31,9:3117:27,Credit cardCash,17.0
2023-07-08,INV000182INV001493INV001217INV000570INV000048INV001551INV001707INV001705,CCBAAAAB,NaypyitawMandalayYangonYangonNaypyitawYangonNaypyitawMandalay,NormalNormalNormalNormalNormalNormalNormalNormal,FemaleMaleMaleFemaleFemaleMaleMaleFemale,Fashion AccessoriesFood & BeveragesHealth & BeautyHome & LifestyleHealth & BeautyHome & LifestyleElectronic AccessoriesElectronic Accessories,378.42,43,52.33,2409.1,15:438:2112:0911:2914:0510:4318:1714:44,Credit cardCashCashEwalletCredit cardCashEwalletCredit card,56.5
2023-07-09,INV001499INV001723INV001138INV000091,CBAC,NaypyitawNaypyitawNaypyitawMandalay,NormalMemberNormalMember,MaleFemaleFemaleMale,Fashion AccessoriesElectronic AccessoriesSports & TravelHealth & Beauty,340.51,14,13.38,1223.2,12:1818:478:3119:41,CashEwalletCredit cardEwallet,28.0
2023-07-10,INV001514INV001033INV000682INV001795INV001456INV000904INV000889INV001443,CBBCCBCC,NaypyitawMandalayYangonMandalayMandalayYangonMandalayNaypyitaw,MemberMemberMemberMemberMemberNormalMemberNormal,FemaleFemaleMaleMaleMaleMaleMaleMale,Sports & TravelElectronic AccessoriesElectronic AccessoriesHealth & BeautyFashion AccessoriesElectronic AccessoriesHealth & BeautyHome & Lifestyle,398.0,45,49.31,1521.51,15:4310:0413:5411:4812:1010:0116:4612:54,CashCashCredit cardCashEwalletCredit cardCredit cardCash,52.0
2023-07-11,INV001710INV001427INV001547INV000901INV001570INV001098,CCCCCA,MandalayNaypyitawYangonMandalayYangonYangon,NormalMemberNormalMemberNormalNormal,MaleFemaleFemaleFemaleFemaleFemale,Home & LifestyleHealth & BeautyFashion AccessoriesFood & BeveragesSports & TravelSports & Travel,180.01,30,39.34,1714.8400000000001,18:0917:1019:1718:0019:4313:41,Credit cardCashCredit cardEwalletCashEwallet,39.5
2023-07-12,INV001302INV001763INV001588INV001349INV000042INV001055INV000894INV000309INV000331INV000283INV001116,BCBBCBBBABC,MandalayMandalayYangonMandalayMandalayNaypyitawYangonYangonYangonMandalayNaypyitaw,NormalNormalMemberMemberNormalNormalNormalNormalNormalMemberMember,MaleMaleMaleFemaleFemaleMaleFemaleMaleFemaleFemaleFemale,Home & LifestyleHealth & BeautyFood & BeveragesSports & TravelFashion AccessoriesFood & BeveragesHome & LifestyleFood & BeveragesElectronic AccessoriesElectronic AccessoriesHealth & Beauty,477.99,59,54.52,2932.75,15:439:5719:5819:2713:1719:258:5817:1516:5718:2215:32,Credit cardCredit cardCredit cardEwalletCashCredit cardEwalletEwalletCashEwalletCredit card,71.8
2023-07-13,INV001460INV001574INV000095INV001468INV000160INV001410INV001581INV001994INV001412INV000578INV001433INV000412,CBBACBBBACBA,MandalayNaypyitawMandalayMandalayNaypyitawYangonYangonYangonYangonMandalayMandalayMandalay,NormalNormalNormalMemberMemberNormalNormalNormalMemberMemberMemberMember,MaleFemaleMaleMaleMaleFemaleFemaleMaleMaleFemaleFemaleFemale,Food & BeveragesElectronic AccessoriesFood & BeveragesFashion AccessoriesSports & TravelElectronic AccessoriesHealth & BeautyHealth & BeautyHealth & BeautyHealth & BeautyElectronic AccessoriesHealth & Beauty,720.55,70,51.53,3219.2200000000003,19:559:4114:5014:3410:3014:5915:3416:1711:2512:1313:139:55,CashCredit cardCashCashEwalletCashCredit cardCashCashCredit cardEwalletEwallet,78.4
2023-07-14,INV001181INV000668INV001781INV000814INV001281INV001123,BCCACB,NaypyitawYangonMandalayMandalayNaypyitawMandalay,MemberMemberNormalMemberMemberMember,MaleFemaleFemaleFemaleFemaleMale,Food & BeveragesFood & BeveragesHome & LifestyleHome & LifestyleElectronic AccessoriesFashion Accessories,412.42,24,32.81,1504.62,12:3313:068:308:0313:0610:02,CashEwalletCashCashEwalletCash,43.0
2023-07-15,INV001533INV000778INV000614INV001465INV000501INV001414INV000172INV000240,CCBCBAAB,NaypyitawYangonNaypyitawNaypyitawYangonMandalayMandalayMandalay,NormalMemberMemberNormalMemberMemberNormalNormal,FemaleFemaleFemaleFemaleMaleFemaleMaleFemale,Health & BeautyHome & LifestyleElectronic AccessoriesSports & TravelHealth & BeautyFashion AccessoriesElectronic AccessoriesFashion Accessories,431.28,40,43.06,1935.6399999999999,11:3814:1717:1810:3217:3910:0814:5911:42,CashEwalletEwalletEwalletCredit cardCashCashCredit card,56.3
2023-07-16,INV001668INV001333INV001459INV000524,ABCC,YangonMandalayNaypyitawNaypyitaw,NormalMemberMemberNormal,MaleFemaleMaleMale,Sports & TravelElectronic AccessoriesHome & LifestyleHealth & Beauty,236.09,26,31.28,1212.73,17:528:0815:0711:41,Credit cardCashCashCredit card,26.4
2023-07-17,INV001589INV001955INV001832INV000245INV001206INV000044INV000624INV000745,BBBACABB,MandalayNaypyitawMandalayMandalayYangonYangonMandalayYangon,NormalNormalNormalMemberMemberMemberMemberMember,MaleMaleFemaleFemaleMaleMaleMaleFemale,Home & LifestyleHome & LifestyleSports & TravelSports & TravelSports & TravelFood & BeveragesSports & TravelElectronic Accessories,458.23,47,44.84,2143.43,12:1611:308:1814:1610:5211:4010:5216:05,Credit cardEwalletEwalletEwalletCredit cardCashCashCash,54.2
2023-07-18,INV001280INV001310INV001670INV000561INV001941INV001447INV001023,ACAABAC,MandalayYangonMandalayYangonMandalayNaypyitawYangon,MemberMemberNormalNormalNormalMemberNormal,FemaleMaleFemaleFemaleMaleFemaleFemale,Sports & TravelHealth & BeautyElectronic AccessoriesHealth & BeautyHealth & BeautyHome & LifestyleSports & Travel,429.15,31,37.19,2139.97,19:3613:5110:2513:1516:0812:4916:53,EwalletEwalletCredit cardEwalletCashEwalletCash,46.5
2023-07-19,INV001259INV001436INV001090INV000937INV001865,BABCB,YangonNaypyitawYangonYangonYangon,MemberNormalMemberMemberMember,MaleFemaleMaleMaleMale,Home & LifestyleFashion AccessoriesHealth & BeautyFashion AccessoriesSports & Travel,292.93,22,35.54,1504.37,11:0116:3916:2314:2612:01,CashCredit cardCredit cardCashCash,32.7
2023-07-20,INV001939INV001853INV000876INV001437INV001549INV001909INV001564INV001736INV001175INV001345,AACBCABCBA,NaypyitawNaypyitawMandalayNaypyitawMandalayYangonYangonNaypyitawNaypyitawYangon,NormalMemberNormalNormalNormalNormalMemberNormalNormalMember,MaleFemaleMaleMaleFemaleMaleFemaleFemaleFemaleMale,Health & BeautyFood & BeveragesFood & BeveragesSports & TravelHealth & BeautyElectronic AccessoriesHealth & BeautyHealth & BeautyHealth & BeautyHome & Lifestyle,616.97,52,52.24,2787.77,17:1213:139:4715:4413:2519:4918:009:1212:5919:50,EwalletEwalletEwalletEwalletCashCredit cardCashEwalletEwalletEwallet,68.1
2023-07-21,INV001384INV000641INV001614INV001654INV000869INV000910INV001131INV000038INV000516INV000497INV000562INV001340,ABBACCBBCAAB,NaypyitawYangonNaypyitawNaypyitawYangonMandalayYangonNaypyitawYangonMandalayNaypyitawMandalay,NormalNormalMemberMemberNormalMemberMemberMemberMemberNormalMemberMember,MaleMaleFemaleFemaleMaleMaleFemaleFemaleMaleMaleFemaleMale,Food & BeveragesFashion AccessoriesHome & LifestyleHome & LifestyleHome & LifestyleFood & BeveragesElectronic AccessoriesFood & BeveragesHome & LifestyleSports & TravelFashion AccessoriesHealth & Beauty,602.6800000000001,62,93.26,2934.59,9:3017:4110:2516:4414:5017:3016:1016:1412:458:1811:0411:57,CashEwalletEwalletCredit cardCashEwalletCashCredit cardCashEwalletEwalletCash,79.9
2023-07-22,INV000690INV001147,CA,MandalayMandalay,NormalMember,MaleMale,Home & LifestyleHealth & Beauty,94.17,11,6.01,665.79,16:2715:20,CashCash,10.9
2023-07-23,INV000468INV000015INV001858INV000031,CBAA,MandalayNaypyitawNaypyitawMandalay,MemberMemberNormalMember,MaleMaleFemaleFemale,Food & BeveragesHealth & BeautyFashion AccessoriesHealth & Beauty,236.16,16,22.51,960.25,11:129:1411:528:28,EwalletEwalletEwalletCredit card,35.7
2023-07-24,INV000138INV001717INV001956INV001770,ACCA,NaypyitawNaypyitawYangonNaypyitaw,NormalMemberMemberMember,FemaleMaleFemaleMale,Electronic AccessoriesElectronic AccessoriesElectronic AccessoriesHealth & Beauty,220.5,14,20.720000000000002,769.8399999999999,14:2613:5815:0616:53,CashEwalletEwalletEwallet,29.5
2023-07-25,INV001381INV000427INV001339,BAB,MandalayYangonNaypyitaw,NormalNormalNormal,MaleMaleFemale,Health & BeautyFashion AccessoriesHealth & Beauty,106.75999999999999,17,18.21,886.06,18:3410:528:53,CashCashCredit card,19.6
